app_id,game_slug,game_title,recommendationid,steamid,language,review,is_positive,is_negative,voted_up,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,is_steam_purchase,is_free_copy,is_early_access_review,is_primarily_steam_deck,has_text_review,has_developer_response,has_comments,has_helpful_votes,has_funny_votes,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,deck_playtime_at_review,playtime_post_review,played_after_review,used_steam_deck_at_review,recent_playtime_recorded,last_played,timestamp_created,timestamp_updated,timestamp_dev_responded,review_created_datetime_utc,review_updated_datetime_utc,last_played_datetime_utc,developer_responded_datetime_utc,review_created_date,review_updated_date,last_played_date,developer_responded_date,review_created_year,review_created_month,review_created_year_month,days_between_creation_and_update,days_between_review_and_last_played,days_to_developer_response,review_updated_after_creation,review_length_chars,review_length_chars_no_spaces,review_length_words,review_length_lines,votes_up,votes_funny,weighted_vote_score,comment_count,developer_response
1437400,salt_and_sacrifice,Salt and Sacrifice,200650223,76561198193168855,english,"Ska has done some extremely solid games in the past that I truly love playing and enjoy there dark, gritty, and somewhat unique style when approaching combat and how they want to get something across to you. This game was a clear attempt at something that didn't work AT ALL and was more ambitious than it should have been. It is also clear that they ran out of time in the process and settled on some things that only made this worse. This not even counting that this had an exclusivity deal with Epic games for a year and this alone regardless of intention makes this game an automatic failure for me. I read many of the reviews and found it hard to believe these guys strayed so far off what they usually do and into something that was completely unfun to play and I didn't like hunting either. This game may be somewhat better in co op but I wouldn't know as the online is dead. Many many issues with this game but can tell you the majority of them are about cheap tricks or things that just make the game not enjoyable. 

1. Poise, juggling, and falling. The entire time I played whether on my first character in heavy armor and high poise or my 2nd character a mage I got constantly interrupted and juggled into the air and often to death with no way out. Even smaller enemies can toss you in the air willy nilly and other enemies will jump in and perfectly knock you off ledges and cliffs at just the right angle. At 1 point near the end of the game I was smacked off a ledge and in trying to grapple back onto it, a new enemy who was summoned immediately jumped off the ledge and smacked me further down preventing me from climbing back up and on another chance of surviving jumped to another ledge just to have that same enemy drop 2 floors down onto the ledge I was trying to grab on to and guard it with his body so I can't then proceeded to slam dunk me down another 4 floors to my death. I cannot stress enough how often I died to things like this. Getting shot in the air by projectiles at the perfect time and angle just to stop me dead and I fall to my death. I am beyond sick of this.

2. You have to know before you know. Respeccing in this game was an afterthought as opposed to the original so trying out new builds just doesn't work without you sacrificing points to something you don't need. You need to know ahead of time what weapon or weapons you want to spec into and stick with it. Some weapons plain suck and you won't find out till it is too late. Magic isn't reliant on stats or spells you accumulate and instead are completely reliant on the weapon. Turns out all staves in the game scale with an E rating except 1 of them which you can only get at the end of the game. Seriously wtf?

3. All of the bosses suck. The vast majority of the game your chasing down different mages and mancers who specialize in particular kinds of magic. All of the mages you fight are chase bosses. You will chase them up and down and all around because they run non stop until you do enough damage to them to finally stop and face off. They tried to make this kind of like monster hunter for some reason and im still not sure why. Two separate times I ran into invincible ones that simply couldn't die. Here are a few of the different kinds of mages you will fight. You know Pyromancer, Cryomancer, and one of my favorites Mechanomancer. Game has to do with magic and all that and this 20 foot tall robot shooting pipe bombs and rockets shows up blowing me up through blocks and a poison thrower. Don't even get me started on the Umbramancer or lord help you the Bibliomancer as there isn't balance in the game. The game has a bunch of regular bosses throughout but they are so stupidly normal or easy im not even sure why they are there. Seriously how the hell can I go from a Pyromancer summoning demons and imps to a tall horse on 2 legs dressed like robin hood from the disney cartoon? Don't believe me? Go and fight Robin Horse and see what I mean.

No reason for me to go any further about this so just know that they have way better games out there and highly recommend you give those ones a try instead. And if for any reason you started on this game first before any of there others don't let this game be a reflection on what they can actually do.",False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,1130,199,3070,0,3070,,0,False,,False,1753425808,1753427988,1775842799,,2025-07-25 07:19:48+00:00,2026-04-10 17:39:59+00:00,2025-07-25 06:43:28+00:00,,2025-07-25,2026-04-10,2025-07-25,,2025,7,2025-07,259.431,-0.025,,True,4269,3445,820,9,10,1,0.5703514814376831,0,
1437400,salt_and_sacrifice,Salt and Sacrifice,222812858,76561198293815049,schinese,陷阱是看不见的，，boss是需要你追的，小怪投技是必吃的，血条是2刀流的，不用远程是会受苦的，棺材板是易碎的，门永远是从另一侧打开的，收集是每个图都给一个能力才能回去探索拿完的，零帧龙车是防不胜防的，如果这些都能接受的话，欢迎品鉴《盐与献祭》，一款黑魂和怪猎玩家看了都会憋不住的横板跳跃休闲打boss游戏了,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,0,6,1734,1731,865,,869,True,,True,1775971238,1775660415,1775660415,,2026-04-08 15:00:15+00:00,2026-04-08 15:00:15+00:00,2026-04-12 05:20:38+00:00,,2026-04-08,2026-04-08,2026-04-12,,2026,4,2026-04,0.0,3.597,,False,153,153,1,1,0,1,0.5,0,
1437400,salt_and_sacrifice,Salt and Sacrifice,222738302,76561198432787118,schinese,"5分满分给3分吧

本身刷法师这种高同质化的敌人就很无聊，然后二周目敌人数值膨胀跟盐一一样离谱，一周目随便削Boss的满级大刀拿到二周目打第一张图的普通小怪居然要砍两刀，导致玩家无法快速清理杂兵，堆怪问题凸显，逼着玩家打法师攒经验点数值，强化道具也极度依靠刷法师，很多门还规定玩家要打XX个法师才能给你打开，你又不是怪猎能把每个法师都做得很有趣，这遍地乱刷干扰玩家的复制粘贴怪真的打到吐，异常折磨，这种一周目强制玩家体验的机制锁每个周目都要锁一遍太恶心了。

等打到长老矮林进了屋子之后，到处是要砍两刀的火球怪、能硬控玩家的飞行椅子怪，要砍四刀才死的高攻兵，外加上随机刷新在地图里招小怪的法师，真的绝了，高周目无任何新内容，本来可以快速推掉的，结果非得挨个砍死路上的怪才能过去，跑酷不了一点，一跑随时被远程吸回椅子围殴，打吐了。

总之，只适合稍微体验下，多周目玩得非常无聊且难受……",True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0,28,2306,700,2252,,54,True,,True,1775832776,1775567785,1775575267,,2026-04-07 13:16:25+00:00,2026-04-07 15:21:07+00:00,2026-04-10 14:52:56+00:00,,2026-04-07,2026-04-07,2026-04-10,,2026,4,2026-04,0.087,3.067,,True,392,386,4,7,0,0,0.5,0,
1437400,salt_and_sacrifice,Salt and Sacrifice,222735887,76561198406265928,schinese,平庸之作，虽然也有点可取之处但坏在它作为盐的后续作品实在不够合格。,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,86,12,1824,0,1824,,0,False,,False,1773915855,1775565223,1775565223,,2026-04-07 12:33:43+00:00,2026-04-07 12:33:43+00:00,2026-03-19 10:24:15+00:00,,2026-04-07,2026-04-07,2026-03-19,,2026,4,2026-04,0.0,-19.09,,False,33,33,1,1,0,0,0.5,0,
1437400,salt_and_sacrifice,Salt and Sacrifice,222659553,76561198845455057,tchinese,.,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,370,48,1812,1812,822,,990,True,,True,1775737506,1775475278,1775475278,,2026-04-06 11:34:38+00:00,2026-04-06 11:34:38+00:00,2026-04-09 12:25:06+00:00,,2026-04-06,2026-04-06,2026-04-09,,2026,4,2026-04,0.0,3.035,,False,1,1,1,1,0,0,0.5,0,
1437400,salt_and_sacrifice,Salt and Sacrifice,222427348,76561198843470204,russian,"Отстой , кривой паркур , неотзывчивое управление в игре , погоня за боссами ... Оно того не стоит . Пятикратно переваренный кал",False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0,4,1006,934,1006,,0,False,,True,1775240174,1775240327,1775240327,,2026-04-03 18:18:47+00:00,2026-04-03 18:18:47+00:00,2026-04-03 18:16:14+00:00,,2026-04-03,2026-04-03,2026-04-03,,2026,4,2026-04,0.0,-0.002,,False,127,106,22,1,0,0,0.5,0,
1437400,salt_and_sacrifice,Salt and Sacrifice,222335002,76561199426818086,schinese,"在雪山狩猎法师老刷新那个死妈羊头，是不是觉得爬山的时候给你爹直接一头创死很好玩，草拟司马，垃圾游戏，不推荐！！！！！！！！！！！

打完立马卸载，垃圾玩意",False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,69,6,1990,1268,1990,,0,False,,True,1775233158,1775144411,1775233207,,2026-04-02 15:40:11+00:00,2026-04-03 16:20:07+00:00,2026-04-03 16:19:18+00:00,,2026-04-02,2026-04-03,2026-04-03,,2026,4,2026-04,1.028,1.027,,True,77,75,2,3,1,0,0.532710313796997,0,
1437400,salt_and_sacrifice,Salt and Sacrifice,222360318,76561198019465297,russian,"Первая часть вышка, а в этой куча спорных решений. 
В общем средняк.",True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,478,14,1507,1130,1507,,0,False,,True,1775101303,1775167089,1775167089,,2026-04-02 21:58:09+00:00,2026-04-02 21:58:09+00:00,2026-04-02 03:41:43+00:00,,2026-04-02,2026-04-02,2026-04-02,,2026,4,2026-04,0.0,-0.761,,False,68,56,12,2,0,0,0.5,0,
1437400,salt_and_sacrifice,Salt and Sacrifice,222078098,76561198008110697,english,"Overall, a decently strong DO NOT RECOMEND.
Was hoping for a souls or metroidvania like, similar to the first game hopefully. Not all all. It's more like a crappy reimagining of monster hunter... that messes up with several core things that make monster hunter good. I love me some monster hunter, this... this is just ♥♥♥♥.

Now, maybe you get into some ok world exploration and lore eventually, but at least the starting area didn't feel good, and once you encounter your mages, hunt targets, things just start going badly. You go from exploring and pushing into new areas... to backtracking, fighting the same boss briefly some five or six times, then actually fighting the boss proper. Each of these fights is chaotic with multiple summons and respawning enemies in the area making it a mess of a fight, so not really fun. Finally get to the final location, it's an actual boss fight! You fight him and,... maybe win. Maybe not... doesn't matter, you'll be fighting him again several times anyway. Literally, you'll find the same boss floating around and decide if you want to chase after it, or find a marker and pick it as your target again. Each time doing the slow chasing down across the map before finally fighting it. Overall, very annoying, and not really fun to keep doing.
So the core idea of this game, wasn't enjoyable, ok... was the game itself alright at least? Not really no...

Broken collisions, some enemies can block your movement, yet you cant hit them from pushing right up against them. Some enemy attacks have incroguent hitboxes that will hit you from like meters furhter than any visual indicates. Some enemies can attack you from other rooms, you are in one room, they are in the one next to you, before you go through that door and anything on the other side is visible to you, they can slam you with big long range melee or some ranged hits through it. 
Core combat just feels kinda ♥♥♥♥♥♥, most enemies are very much constant attack spammy with no stamina or clear gaps. While you very much are limitd by those. Most do have a gap so in one on one fights you can control distance or manuever to hit in an opening with the odd hit here or there. But enemies are often in groups and don't care about zoning. Many can literally jump from any part of a room to another, like you're two levels above them, they'll just ""leap"" up and through a wall and two floors to get to you. And at least with early stamina limits, good luck avoiding three guys doing nonstop moves that each only have a tiny gap every couple hits to get a counter move in...

And then awefull bosses like one that can summon minions, including one that makes the boss untouchable as long as it's alive. Guess how long it takes him to summon that minion again after it dies? Often not even five seconds, and no, that is not enough time to do a lot of damage. And with his moves and that minion floating around the screen if you want to avoid damage, it can literally be minutes before you can kill that ♥♥♥♥ sometimes. Just to do it again, twenty times to kill the boss... Not fun in the least bit. And more than a few moves do seem not 100% avoidable, even with only one enemy present some just drop random AOE across the entire map, if they randomly fall in the wrong locations in the wrong order, you cant roll out of one without getting hit by the next.
And that minion that sihelds him? It's floating... so you need to jump, he has attacks that ifyoure airborne and made ana ttack (cancles all horizontal movement and locks you there for a bit) he can use and you just can't dodge or avoid, so doing an aerial attack can let him for sure hurt you from across the map if he just finished his last move. Sure would be nice if he had moves that didn't have super long reach so I always had to avoid them... but nope, only one that meats that criteria he wont use unless I'm in range of it. Maybe I HAVE to have multiple allies to help for this boss, but nothing says that, and I play my games solo generally. And frankly, after getting him down to 15% health before getting locked out of any damage by his moves and that hsielding bugger for five minutes before dying... ya no F this. The two bosses I've so far fought, kinda ♥♥♥♥♥♥. Core gameplay, feels kinda ♥♥♥♥♥♥ (even worse than the first game, wasn't hte biggest fan of how it felt but still beet it proper as it had some good parts at least). Exploration and world, not doing great. Core gameplay loop seems to just be repetitive do this same stuff over and over... not enjoying, actually quitting this game early, something I almost never do. Might come play again in time... But for now, just don't find it fun at all after pushing an hour and a half into it. Worth saying, most of the game was very easy, like not fun but not hard, just annoying wait for a gap then hit, but without the nice dance or flow or special moves that make that more interesting. First death was a lancer that could charge and two shot me, and has bad collisions on his charge (hits you about three feet before the visual does, dodge early he'll nearly one shot you from full health). Second was falling to death when the grapple failed to lock on to a target right in front of me... And then the rest all came from that afformentioned boss that has a mob that shields him while covering the map with random explosions and stuff. First fight of it, easy enough, that second one with the shield guy, complete BS feeling.
Never really felt engaged during any of that.

EDIT: And pushed through, played some more. It got a little better in story, bit less repetitive on bosses. But overall still not worth playing. Regular enemies with grapple attacks they can spam that you can't poke or intercept, only roll to avoid, but if there's multiple that's not a reliable option, and they can even grapple and stab you out of another grapple and stab, so if more than one is present, you might die with no counter or inputs accepted. And theres more than one in a few areas.
A boss that's just horrible. Literally the worst in the past ten metroidvanias and souls likes I've played, worst I can actually recall playing (have played many more but memory gets fuzzy going back to far).
Camera force zooms out so you can barely see things, your health bar block one of the safe areas to attack the boss week spot. It's a platformer you'll get hurt if you fall on during this fight. The grapple and attack both keep getting ignored resulting in you falling to your death nearly half the time you jump. And this is after makign sure I had stamina, and wasn't/isn't being actively hit, as if you take a hit it will stop you from grappling/attacking for a bit. If you kill one weekspot early, you just sit and wait for awhile with nothing to do, this fight is just amazingly bad, not fun, completely unfair, like 95% rng. I dealt with 80% of the bosses health without takign one hit or point of damag one run. Then after that every jump or grapple near the boss failed and I'd just fall down, kept happening till there were 4 enemies up and I got spammed to death from falls and lasers and projectiles. Not like I was playing differently, just the insane broken mechanics/inputs/wahtever of this fight (yes input logger up confirmed my inputs on my controller were working, it was the game, also not doing this nearly that often outside of that boss room, though it does drop inputs or fail on grapples sometimes anywhere. Game is more than a bit finicky...)

Well, that fight, the worst boss I can recall that makes me question if the devs every play tested it, was enough for me to uninstall. First game I've done that with in over a year or so that wasn't for technical reasons that kept me from actually playing/completing it properly. So if this game got me to quit, take that for what it's worth. It's really not worth playing, and very frustrating and annoying once you are at many points.",False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,194,467,467,467,,0,False,,True,1775107886,1774846295,1775109158,,2026-03-30 04:51:35+00:00,2026-04-02 05:52:38+00:00,2026-04-02 05:31:26+00:00,,2026-03-30,2026-04-02,2026-04-02,,2026,3,2026-03,3.042,3.028,,True,7916,6451,1460,18,2,0,0.5170454382896423,0,
1437400,salt_and_sacrifice,Salt and Sacrifice,222262025,76561199375905298,spanish,Benjamin,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,73,17,691,639,476,,215,True,,True,1775585428,1775060374,1775060374,,2026-04-01 16:19:34+00:00,2026-04-01 16:19:34+00:00,2026-04-07 18:10:28+00:00,,2026-04-01,2026-04-01,2026-04-07,,2026,4,2026-04,0.0,6.077,,False,8,8,1,1,0,0,0.5,0,
